lc_words	count
nonprofit organization under section 3626 for the purpose of making	1
nonprofit organization under section 3626 for the purpose of making a mailing	1
nonprofit organization under section 3626 for the purpose of making a mailing that the official certifies	1
not	1
not affect	1
not affect the amount	1
not affect the amount of assistance	1
not apply in the case	1
not apply in the case of a person	1
not apply to a state	1
not be construed	1
not be provided	1
not be provided as options	1
not be removed from the official list of eligible voters by reason	1
not change	1
not check	1
not check either	1
not check either box	1
not corrected	1
not corrected within 90	1
not corrected within 90 days	1
not corrected within 90 days after receipt	1
not corrected within 90 days after receipt of a notice	1
not corrected within 90 days after receipt of a notice under paragraph	1
not decline	1
not disclosed	1
not disclosed to the public	1
not include	1
not include any requirement	1
not include any requirement for notarization	1
not include any requirement for notarization or other formal authentication	1
not previously voted	1
not previously voted in that jurisdiction	1
not provide	1
not provide notice	1
not provide notice to the chief	1
not provide notice to the chief election	1
not provide notice to the chief election official	1
not provide notice to the chief election official of the state	1
not provide notice to the chief election official of the state under paragraph	1
not provide notice to the chief election official of the state under paragraph -lrb- 1 -rrb-	1
not registered	1
not remove	1
not remove the name	1
not remove the name of a registrant	1
not remove the name of a registrant from the official list	1
not remove the name of a registrant from the official list of eligible voters	1
not remove the name of a registrant from the official list of eligible voters in elections	1
not remove the name of a registrant from the official list of eligible voters in elections for federal	1
not remove the name of a registrant from the official list of eligible voters in elections for federal office	1
not remove the name of a registrant from the official list of eligible voters in elections for federal office on the ground	1
not remove the name of a registrant from the official list of eligible voters in elections for federal office on the ground that the registrant	1
not require	1
not require any information	1
not result	1
not result in the removal	1
not result in the removal of the name	1
not result in the removal of the name of any person	1
not result in the removal of the name of any person from the official list	1
not result in the removal of the name of any person from the official list of voters	1
not returned	1
not vote	1
not vote in an election	1
not vote in an election during that period	1
not voted	1
not voted or appeared	1
notarization	1
notarization or other formal authentication	1
nothing	1
nothing in this act	1
nothing in this act authorizes	1
nothing in this act authorizes or requires	1
nothing in this act authorizes or requires conduct	1
notice as of the date	1
notice described	1
notice described in paragraph	1
notice given	1
notice if the violation	1
notice if the violation occurred	1
notice if the violation occurred within 120	1
notice if the violation occurred within 120 days	1
notice if the violation occurred within 120 days before the date	1
notice if the violation occurred within 120 days before the date of an election	1
notice if the violation occurred within 120 days before the date of an election for federal	1
notice if the violation occurred within 120 days before the date of an election for federal office	1
notice is	1
notice is described	1
notice is described in this paragraph	1
notice of the change	1
notice of the change by forwardable mail	1
notice of the change by forwardable mail and a postage	1
notice of the change by forwardable mail and a postage prepaid pre-addressed return	1
notice of the change by forwardable mail and a postage prepaid pre-addressed return form	1
notice of the conviction	1
notice of the conviction to the chief	1
notice of the conviction to the chief state	1
notice of the conviction to the chief state election	1
notice of the conviction to the chief state election official	1
notice of the conviction to the chief state election official designated	1
notice of the conviction to the chief state election official designated under section	1
notice of the conviction to the chief state election official designated under section 10	1
notice of the conviction to the chief state election official designated under section 10 of the state	1
notice of the conviction to the chief state election official designated under section 10 of the state of the persons	1
notice of the conviction to the chief state election official designated under section 10 of the state of the persons residence	1
notice of the disposition	1
notice of the disposition of a mail	1
notice of the disposition of a mail voter	1
notice of the disposition of a mail voter registration	1
notice of the disposition of a mail voter registration application	1
notice of the disposition of a mail voter registration application under section	1
notice of the vacation	1
notice of the vacation of the judgment	1
notice of the violation	1
notice of the violation to the chief	1
notice of the violation to the chief election	1
notice of the violation to the chief election official	1
notice of the violation to the chief election official of the state	1
notice of the violation to the chief election official of the state involved	1
notice procedure	1
notice procedure described	1
notice procedure described in subsection	1
notice to each applicant	1
notice to each applicant of the disposition	1
notice to each applicant of the disposition of the application	1
notice to the chief	1
notice to the chief election	1
notice to the chief election official	1
notice to the chief election official of the state	1
notice to the chief election official of the state under paragraph	1
notice to the chief election official of the state under paragraph -lrb- 1 -rrb-	1
notice to the chief election official of the state under paragraph -lrb- 1 -rrb- before bringing	1
notice to the chief election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action	1
notice to the chief election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph	1
notice to the chief election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph -lrb- 2 -rrb-	1
notice to the following effect	1
notice under paragraph	1
notice under paragraph -lrb- 1 -rrb-	1
notice was given written	1
notice was given written notice	1
notice was given written notice of the vacation	1
notice was given written notice of the vacation of the judgment	1
notices described	1
notices described in subsection	1
notification of a registrants	1
notification of a registrants change	1
notification of a registrants change of address	1
notification of change	1
notification of change of address	1
notification of change of address for voter	1
notification of change of address for voter registration	1
notification of change of address for voter registration with respect	1
notification of change of address for voter registration with respect to elections	1
notification of change of address for voter registration with respect to elections for federal	1
notification of change of address for voter registration with respect to elections for federal office	1
notification of change of address for voter registration with respect to elections for federal office for the registrant	1
notification of change of address for voter registration with respect to elections for federal office for the registrant involved	1
notification of change of address for voter registration with respect to elections for federal office for the registrant involved unless the registrant states	1
notification of change of address for voter registration with respect to elections for federal office for the registrant involved unless the registrant states on the form	1
notification of change of address for voter registration with respect to elections for federal office for the registrant involved unless the registrant states on the form that the change	1
notify the voter	1
notify the voter registration	1
notify the voter registration officials	1
notify the voter registration officials of the local jurisdiction	1
number of eligible citizens	1
number of the appropriate official	1
obtained	1
obtained in conformance	1
obtained in conformance with this subsection	1
occurred within 120	1
occurred within 120 days	1
occurred within 120 days before the date	1
occurred within 120 days before the date of an election	1
occurred within 120 days before the date of an election for federal	1
occurred within 120 days before the date of an election for federal office	1
occurred within 30	1
occurred within 30 days	1
occurred within 30 days before the date	1
occurred within 30 days before the date of an election	1
occurred within 30 days before the date of an election for federal	1
occurred within 30 days before the date of an election for federal office	1
odd-numbered	1
odd-numbered year	1
offender and the offense	1
offender resides	1
offender resides of the information	1
offenders age	1
offenders age and residence	1
offenders age and residence address	1
offenders qualification	1
offenders qualification to vote	1
offense	1
offenses	1
office as part	1
office as part of an application	1
office as part of an application for a state	1
office as part of an application for a state motor	1
office as part of an application for a state motor vehicle	1
office as part of an application for a state motor vehicle drivers	1
office as part of an application for a state motor vehicle drivers license	1
office by reason	1
office by reason of the persons	1
office by reason of the persons failure	1
office by reason of the persons failure to vote	1
office described	1
office described in paragraph	1
office for the registrant	1
office for the registrant involved	1
office for the registrant involved unless the registrant states	1
office for the registrant involved unless the registrant states on the form	1
office for the registrant involved unless the registrant states on the form that the change	1
office for the registrant involved unless the registrant states on the form that the change of address	1
office has	1
office has the meaning	1
office in accordance	1
office in accordance with change	1
office in accordance with change of residence	1
office in accordance with change of residence information	1
office in accordance with change of residence information obtained	1
office in accordance with change of residence information obtained in conformance	1
office in accordance with change of residence information obtained in conformance with this subsection	1
office of the armed	1
office of the armed forces	1
office of the armed forces of the united	1
office of the armed forces of the united states	1
office of the armed forces of the united states shall be	1
office of the armed forces of the united states shall be considered	1
office on the ground	1
office on the ground that the registrant	1
office on the ground that the registrant has	1
office on the ground that the registrant has changed	1
office on the ground that the registrant has changed residence	1
office on the ground that the registrant has changed residence unless the registrant	1
office unless the applicant	1
office unless the applicant fails	1
office with regard	1
office with regard to the completion	1
office.sec	1
officer	1
officer or employee	1
officer or employee as the chief	1
officer or employee as the chief state	1
officer or employee as the chief state election	1
officer or employee as the chief state election official	1
officer or employee as the chief state election official to be	1
offices not described	1
offices not described in paragraph	1
offices of city	1
offices of city and county	1
offices of city and county clerks	1
offices of city and county clerks -lrb- including marriage license bureaus -rrb-	1
offices of the armed	1
offices of the armed forces	1
offices of the armed forces of the united	1
offices of the armed forces of the united states	1
offices own form	1
offices within the state	1
offices within the state as voter	1
offices within the state as voter registration	1
offices within the state as voter registration agencies	1
official as provided	1
official as provided by state	1
official as provided by state law	1
official at that polling place that the registrant	1
official at that polling place that the registrant continues	1
official certifies	1
official certifies is	1
official certifies is required	1
official certifies is required or authorized	1
official certifies is required or authorized by the national	1
official certifies is required or authorized by the national voter	1
official certifies is required or authorized by the national voter registration	1
official certifies is required or authorized by the national voter registration act	1
official certifies is required or authorized by the national voter registration act of 1993	1
official designated	1
official designated under section	1
official designated under section 10	1
official designated under section 10 of the state	1
official designated under section 10 of the state of the persons	1
official designated under section 10 of the state of the persons residence	1
official list of eligible voters by reason	1
official list of eligible voters in elections for federal office in accordance	1
official list of eligible voters in elections for federal office in accordance with change	1
official list of eligible voters in elections for federal office in accordance with change of residence	1
official list of eligible voters in elections for federal office in accordance with change of residence information	1
official list of eligible voters in elections for federal office in accordance with change of residence information obtained	1
official list of eligible voters in elections for federal office in accordance with change of residence information obtained in conformance	1
official list of eligible voters in elections for federal office in accordance with change of residence information obtained in conformance with this subsection	1
official list of eligible voters in elections for federal office on the ground	1
official list of eligible voters in elections for federal office on the ground that the registrant	1
official list of eligible voters in elections for federal office on the ground that the registrant has	1
official list of eligible voters in elections for federal office on the ground that the registrant has changed	1
official list of eligible voters in elections for federal office on the ground that the registrant has changed residence	1
official list of eligible voters in elections for federal office on the ground that the registrant has changed residence unless the registrant	1
official list of voters	1
official list of voters registered	1
official lists of eligible voters by reason	1
official lists of voters	1
official lists of voters on a basis	1
official lists of voters on a basis described	1
official lists of voters on a basis described in paragraph	1
official of a state or other state	1
official of a state or other state official	1
official of a state or other state official with responsibility	1
official of a state or other state official with responsibility for determining	1
official of a state or other state official with responsibility for determining the effect	1
official of a state or other state official with responsibility for determining the effect that a conviction	1
official of a state shall make	1
official of a state shall make the forms	1
official of the state involved	1
official of the state under paragraph	1
official of the state under paragraph -lrb- 1 -rrb-	1
official of the state under paragraph -lrb- 1 -rrb- before bringing	1
official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action	1
official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph	1
official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph -lrb- 2 -rrb-	1
official shall notify	1
official shall notify the voter	1
official shall notify the voter registration	1
official shall notify the voter registration officials	1
official shall notify the voter registration officials of the local jurisdiction	1
official to assess	1
official to assess the eligibility	1
official to assess the eligibility of the applicant	1
official to be	1
official to send	1
official to send notice	1
official to send notice to each applicant	1
official to send notice to each applicant of the disposition	1
official to send notice to each applicant of the disposition of the application	1
official with responsibility	1
official with responsibility for determining	1
official with responsibility for determining the effect	1
official with responsibility for determining the effect that a conviction	1
officials of the local jurisdiction	1
officials to assess	1
officials to assess the eligibility	1
officials to assess the eligibility of the applicant	1
one hundred	1
one hundred third	1
one hundred third congress	1
one hundred third congress of the united	1
one hundred third congress of the united states	1
one hundred third congress of the united states of america	1
one hundred third congress of the united states of america at the first	1
one hundred third congress of the united states of america at the first session	1
one hundred third congress of the united states of america at the first session begun	1
one municipality	1
one municipality or other unit	1
one municipality or other unit of government	1
one municipality or other unit of government by an office	1
one polling	1
one polling place	1
one polling place to an address	1
one polling place to an address in an area	1
one polling place to an address in an area covered	1
one polling place to an address in an area covered by a second polling	1
one polling place to an address in an area covered by a second polling place	1
one polling place to an address in an area covered by a second polling place within the same registrars	1
one polling place to an address in an area covered by a second polling place within the same registrars jurisdiction	1
one thousand	1
one thousand nine	1
one thousand nine hundred	1
one thousand nine hundred and ninety-three	1
one thousand nine hundred and ninety-three an act	1
one thousand nine hundred and ninety-three an act to establish	1
option	1
option of the registrant	1
options	1
oral or written affirmation by the registrant before an election	1
oral or written affirmation by the registrant before an election official	1
oral or written affirmation by the registrant before an election official at that polling	1
oral or written affirmation by the registrant before an election official at that polling place	1
oral or written affirmation by the registrant before an election official at that polling place that the registrant	1
oral or written affirmation by the registrant before an election official at that polling place that the registrant continues	1
oral or written affirmation by the registrant of the change	1
oral or written affirmation by the registrant of the change of address	1
oral or written affirmation by the registrant of the change of address before an election	1
oral or written affirmation by the registrant of the change of address before an election official	1
oral or written affirmation by the registrant of the change of address before an election official at that polling	1
oral or written affirmation by the registrant of the change of address before an election official at that polling place	1
oral or written affirmation by the registrant of the new address at a polling	1
oral or written affirmation by the registrant of the new address at a polling place	1
oral or written affirmation by the registrant of the new address at a polling place described	1
oral or written affirmation by the registrant of the new address at a polling place described in subparagraph	1
oral or written affirmation by the registrant of the new address before an election	1
oral or written affirmation by the registrant of the new address before an election official	1
oral or written affirmation by the registrant of the new address before an election official at that polling	1
oral or written affirmation by the registrant of the new address before an election official at that polling place	1
organization	1
organization under section	1
organization under section 3626	1
organization under section 3626 for the purpose	1
organization under section 3626 for the purpose of making	1
organization under section 3626 for the purpose of making a mailing	1
organization under section 3626 for the purpose of making a mailing that the official certifies	1
organized	1
organized voter	1
organized voter registration	1
organized voter registration programs	1
other case	1
other entities	1
other entities of the executive branch	1
other entities of the executive branch of the federal	1
other entities of the executive branch of the federal government	1
other federal law	1
other federal or state	1
other federal or state law	1
other form	1
other form of municipality	1
other formal authentication	1
other format	1
other geographic units.sec	1
other information -lrb- including data relating to previous registration by the applicant -rrb-	1
other law	1
other laws	1
other locations	1
other locations described	1
other locations described in subparagraph	1
other matters	1
other matters affected	1
other matters affected by this act	1
other method	1
other method of voter	1
other method of voter registration	1
other method of voter registration provided	1
other method of voter registration provided for under state	1
other method of voter registration provided for under state law	1
other offices	1
other offices within the state	1
other offices within the state as voter	1
other offices within the state as voter registration	1
other offices within the state as voter registration agencies	1
other political preference	1
other provision	1
other provision of this act	1
other provision of this act shall supersede	1
other purposes	1
other rights	1
other rights and remedies	1
other rights and remedies provided	1
other rights and remedies provided by law	1
other state	1
other state official	1
other state official with responsibility	1
other state official with responsibility for determining	1
other state official with responsibility for determining the effect	1
other state official with responsibility for determining the effect that a conviction	1
other unit of government by an office	1
overseas citizens	1
overseas citizens absentee	1
overseas citizens absentee voting	1
overseas citizens absentee voting act	1
overseas citizens absentee voting act -lrb- 42 u.s.c. 1973ff-1 et seq. -rrb-	1
overturned	1
own form	1
own forms	1
own political party	1
own political party or other political preference	1
paid	1
paid into the general fund	1
paid into the general fund of the treasury	1
paragraph -lrb- 1 -rrb- before bringing	1
paragraph -lrb- 1 -rrb- before bringing a civil action	1
paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph	1
paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph -lrb- 2 -rrb-	1
paragraph -lrb- 1 -rrb- does	1
paragraph -lrb- 1 -rrb- does not	1
paragraph -lrb- 1 -rrb- does not apply	1
paragraph -lrb- 1 -rrb- does not apply in the case	1
paragraph -lrb- 1 -rrb- does not apply in the case of a person	1
paragraph -lrb- 1 -rrb- is	1
paragraph -lrb- 1 -rrb- is overturned	1
paragraph -lrb- 1 -rrb- shall be	1
paragraph -lrb- 1 -rrb- shall be considered	1
paragraph -lrb- 1 -rrb- shall include lists	1
paragraph -lrb- 1 -rrb- shall include lists of the names	1
paragraph -lrb- 1 -rrb- shall include lists of the names and addresses	1
paragraph -lrb- 1 -rrb- shall include lists of the names and addresses of all persons	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides services	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides services to a person	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides services to a person with a disability	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides services to a person with a disability at the persons	1
paragraph -lrb- 2 -rrb- -lrb- b -rrb- provides services to a person with a disability at the persons home	1
paragraph -lrb- 3 -rrb-	1
paragraph -lrb- 3 -rrb- -lrb- a -rrb-	1
paragraph -lrb- 6 -rrb- may be	1
paragraph -lrb- 6 -rrb- may be used	1
paragraph -lrb- 6 -rrb- may be used for any purpose	1
paragraphs -lrb- 2 -rrb-	1
parish	1
part	1
part of an application	1
part of an application for a state	1
part of an application for a state motor	1
part of an application for a state motor vehicle	1
part of an application for a state motor vehicle drivers	1
part of an application for a state motor vehicle drivers license	1
participation by various groups	1
participation in elections	1
participation in elections for federal	1
participation in elections for federal office	1
participation of eligible citizens	1
participation of eligible citizens as voters	1
participation of eligible citizens as voters in elections	1
participation of eligible citizens as voters in elections for federal	1
participation of eligible citizens as voters in elections for federal office	1
particular emphasis	1
particular emphasis on making	1
particular voter is registered is	1
particular voter is registered is not	1
particular voter is registered is not disclosed	1
particular voter is registered is not disclosed to the public	1
party -lrb- other than the united states -rrb-	1
party allegiance	1
party or other political preference	1
party registration	1
penalties provided	1
penalties provided by law	1
penalties provided by law for submission	1
penalties provided by law for submission of a false voter	1
penalties provided by law for submission of a false voter registration	1
penalties provided by law for submission of a false voter registration application	1
perform	1
perform voter	1
perform voter registration	1
perform voter registration activities	1
performs	1
permit	1
permit such compliance	1
permit such compliance with this act	1
permits	1
permits the registrant	1
permitted by state	1
permitted by state law	1
person from the official list	1
person from the official list of voters	1
person from the official list of voters registered	1
person has not	1
person has not previously	1
person has not previously voted	1
person has not previously voted in that jurisdiction	1
person has responded	1
person has responded to the notice	1
person has responded to the notice as of the date	1
person may bring	1
person may bring a civil action	1
person may bring a civil action in an appropriate district	1
person may bring a civil action in an appropriate district court	1
person may bring a civil action in an appropriate district court for declaratory or injunctive relief	1
person may bring a civil action in an appropriate district court for declaratory or injunctive relief with respect	1
person may bring a civil action in an appropriate district court for declaratory or injunctive relief with respect to the violation	1
person need not provide	1
person need not provide notice	1
person need not provide notice to the chief	1
person need not provide notice to the chief election	1
person need not provide notice to the chief election official	1
person need not provide notice to the chief election official of the state	1
person need not provide notice to the chief election official of the state under paragraph	1
person need not provide notice to the chief election official of the state under paragraph -lrb- 1 -rrb-	1
person of a felony	1
person of a felony in a district	1
person of a felony in a district court	1
person of a felony in a district court of the united	1
person of a felony in a district court of the united states	1
person to register	1
person to vote	1
person to vote in person	1
person under any other federal	1
person under any other federal law	1
person under section	1
person under section 3	1
person under section 3 -lrb- b -rrb-	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb-	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb-	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb-	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly and handicapped	1
person under section 3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly and handicapped act	1
person was	1
person was registered	1
person with a disability	1
person with a disability at the persons	1
person with a disability at the persons home	1
personal identification	1
personal identification document	1
personal identification document issued	1
personal identification document issued by a state	1
personal identification document issued by a state motor	1
personal identification document issued by a state motor vehicle	1
personal identification document issued by a state motor vehicle authority	1
persons failure	1
persons failure to vote	1
persons residence	1
persons to apply	1
photocopying	1
photocopying at a reasonable cost	1
place at the time	1
place at the time of voting	1
place at the time of voting in a general election	1
place at the time of voting in a general election for federal	1
place at the time of voting in a general election for federal office.sec	1
place described	1
place described in subparagraph	1
place for the current address	1
place into effect	1
place that the registrant	1
place that the registrant continues	1
place to an address in an area	1
place to an address in an area covered	1
place to an address in an area covered by a second polling	1
place to an address in an area covered by a second polling place	1
place to an address in an area covered by a second polling place within the same registrars	1
place to an address in an area covered by a second polling place within the same registrars jurisdiction	1
place to an address in the same area	1
place upon oral or written affirmation	1
place upon oral or written affirmation by the registrant	1
place upon oral or written affirmation by the registrant of the change	1
place upon oral or written affirmation by the registrant of the change of address	1
place upon oral or written affirmation by the registrant of the change of address before an election	1
place upon oral or written affirmation by the registrant of the change of address before an election official	1
place upon oral or written affirmation by the registrant of the change of address before an election official at that polling	1
place upon oral or written affirmation by the registrant of the change of address before an election official at that polling place	1
place within the same registrars	1
place within the same registrars jurisdiction	1
place within the same registrars jurisdiction and the same congressional district	1
political party	1
political party or other political preference	1
political preference or party allegiance	1
political preference or party registration	1
polling place at the time	1
polling place at the time of voting	1
polling place at the time of voting in a general election	1
polling place at the time of voting in a general election for federal	1
polling place at the time of voting in a general election for federal office.sec	1
polling place described	1
polling place described in subparagraph	1
polling place for the current address	1
polling place that the registrant	1
polling place that the registrant continues	1
polling place to an address in an area	1
polling place to an address in an area covered	1
polling place to an address in an area covered by a second polling	1
polling place to an address in an area covered by a second polling place	1
polling place to an address in an area covered by a second polling place within the same registrars	1
polling place to an address in an area covered by a second polling place within the same registrars jurisdiction	1
polling place to an address in the same area	1
polling place upon oral or written affirmation	1
polling place upon oral or written affirmation by the registrant	1
polling place upon oral or written affirmation by the registrant of the change	1
polling place upon oral or written affirmation by the registrant of the change of address	1
polling place upon oral or written affirmation by the registrant of the change of address before an election	1
polling place upon oral or written affirmation by the registrant of the change of address before an election official	1
polling place upon oral or written affirmation by the registrant of the change of address before an election official at that polling	1
polling place upon oral or written affirmation by the registrant of the change of address before an election official at that polling place	1
polling place within the same registrars	1
polling place within the same registrars jurisdiction	1
polling place within the same registrars jurisdiction and the same congressional district	1
portion of an application for a state motor vehicle drivers license accepted	1
portion of an application for a state motor vehicle drivers license accepted at a state	1
portion of an application for a state motor vehicle drivers license accepted at a state motor	1
portion of an application for a state motor vehicle drivers license accepted at a state motor vehicle	1
portion of an application for a state motor vehicle drivers license accepted at a state motor vehicle authority	1
portion of the form	1
postage prepaid and pre-addressed return	1
postage prepaid and pre-addressed return card	1
postage prepaid pre-addressed return	1
postage prepaid pre-addressed return form	1
postal rates	1
postal service shall make	1
postmarked	1
postmarked not	1
postmarked not later	1
pre-addressed return card	1
pre-addressed return form	1
preceding	1
preceding 2-year period	1
preclude compliance	1
preclude compliance with this act	1
preclude compliance with this act unless the state	1
preference or party allegiance	1
preference or party registration	1
prepaid and pre-addressed return	1
prepaid and pre-addressed return card	1
prepaid pre-addressed return	1
prepaid pre-addressed return form	1
prescribe	1
prescribe such regulations	1
prescribed	1
prescribed by the federal	1
prescribed by the federal election	1
prescribed by the federal election commission	1
present election	1
president of the senate	1
president of the united	1
president of the united states	1
president of the united states and president	1
president of the united states and president of the senate	1
prevailing	1
prevailing party	1
prevailing party -lrb- other than the united states -rrb-	1
prevent	1
prevent duplicate	1
prevent duplicate voter	1
prevent duplicate voter registrations	1
previous registration	1
previous registration by the applicant	1
previous voter	1
previous voter registration	1
previous voter registration by the applicant	1
previously made	1
previously made known	1
previously made known to the registrar	1
previously voted	1
previously voted in that jurisdiction	1
primarily engaged	1
primary or general election	1
primary or general election for federal	1
primary or general election for federal office	1
printing	1
printing office	1
privacy	1
privacy in deciding	1
private	1
private entities	1
private sector	1
private sector cooperation	1
procedure described	1
procedure described in subsection	1
procedure for voting	1
procedure for voting following	1
procedure for voting following failure	1
procedure for voting following failure to return	1
procedure for voting following failure to return card	1
procedures can have	1
procedures can have a direct and damaging effect	1
procedures can have a direct and damaging effect on voter	1
procedures can have a direct and damaging effect on voter participation	1
procedures can have a direct and damaging effect on voter participation in elections	1
procedures can have a direct and damaging effect on voter participation in elections for federal	1
procedures can have a direct and damaging effect on voter participation in elections for federal office	1
procedures for federal	1
procedures for federal elections	1
procedures for persons	1
procedures for persons to apply	1
procedures for voter	1
procedures for voter registration	1
procedures for voter registration for elections	1
procedures for voter registration for elections for federal	1
procedures for voter registration for elections for federal office	1
procedures to register	1
proceed	1
proceed in accordance	1
proceed in accordance with section	1
proceed in accordance with section 8	1
process by ensuring	1
process by ensuring the maintenance	1
process by ensuring the maintenance of an accurate and current voter	1
process by ensuring the maintenance of an accurate and current voter registration	1
process by ensuring the maintenance of an accurate and current voter registration roll	1
process by ensuring the maintenance of an accurate and current voter registration roll for elections	1
process by ensuring the maintenance of an accurate and current voter registration roll for elections for federal	1
process by ensuring the maintenance of an accurate and current voter registration roll for elections for federal office	1
procurement or submission	1
procurement or submission of voter	1
procurement or submission of voter registration	1
procurement or submission of voter registration applications	1
program or activity	1
program or activity to protect	1
program or activity to protect the integrity	1
program or activity to protect the integrity of the electoral process	1
programs and activities	1
programs and activities conducted	1
programs and activities conducted for the purpose	1
programs primarily engaged	1
prohibited	1
prohibited by the voting	1
prohibited by the voting rights	1
prohibited by the voting rights act	1
prohibited by the voting rights act of 1965	1
prominent type	1
promote	1
promote the exercise	1
promote the exercise of that right	1
provide a form	1
provide information	1
provide information to the states	1
provide information to the states with respect	1
provide information to the states with respect to the responsibilities	1
provide information to the states with respect to the responsibilities of the states	1
provide information to the states with respect to the responsibilities of the states under this act	1
provide notice	1
provide notice to the chief	1
provide notice to the chief election	1
provide notice to the chief election official	1
provide notice to the chief election official of the state	1
provide notice to the chief election official of the state under paragraph	1
provide notice to the chief election official of the state under paragraph -lrb- 1 -rrb-	1
provide public assistance	1
provide services	1
provide services to persons	1
provide services to persons with disabilities	1
provide state-funded programs	1
provide such additional information	1
provide such additional information as the united	1
provide such additional information as the united states	1
provide such additional information as the united states attorney	1
provide that the name	1
provide that the name of a registrant	1
provide the services	1
provide to each applicant	1
provide written notice	1
provide written notice of the violation	1
provide written notice of the violation to the chief	1
provide written notice of the violation to the chief election	1
provide written notice of the violation to the chief election official	1
provide written notice of the violation to the chief election official of the state	1
provided as options	1
provided by law for submission	1
provided by law for submission of a false voter	1
provided by law for submission of a false voter registration	1
provided by law for submission of a false voter registration application	1
provided by the office	1
provided by the office with regard	1
provided by the office with regard to the completion	1
provided by the postal	1
provided by the postal service	1
provided by the registrar	1
provided by the registrar at the central location	1
provided by this agency	1
provided for mail	1
provided for mail registration	1
provided for mail registration under subsection	1
provided for under state	1
provided for under state law	1
provided the right	1
provided under paragraph	1
provides public assistance	1
provides service or assistance	1
provides service or assistance in addition	1
provides services	1
provides services to a person	1
provides services to a person with a disability	1
provides services to a person with a disability at the persons	1
provides services to a person with a disability at the persons home	1
providing	1
providing services	1
providing services to persons	1
providing services to persons with disabilities	1
provision in the constitution	1
provision in the constitution of the state	1
provision of this act	1
provision of this act shall supersede	1
proximity	1
proximity to the boxes	1
public disclosure	1
public disclosure of voter	1
public disclosure of voter registration	1
public disclosure of voter registration activities	1
public inspection	1
public libraries	1
public schools	1
purpose of ensuring	1
purpose of ensuring the accuracy	1
purpose of ensuring the accuracy and currency	1
purpose of ensuring the accuracy and currency of official lists	1
purpose of ensuring the accuracy and currency of official lists of eligible voters	1
purpose of making	1
purpose of making a mailing	1
purpose of making a mailing that the official certifies	1
purposes of a state	1
purposes of a state motor	1
purposes of a state motor vehicle	1
purposes of a state motor vehicle drivers	1
purposes of a state motor vehicle drivers license	1
purposes of a state motor vehicle drivers license shall serve	1
purposes of a state motor vehicle drivers license shall serve as notification	1
purposes of a state motor vehicle drivers license shall serve as notification of change	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect to elections	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect to elections for federal	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect to elections for federal office	1
purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect to elections for federal office for the registrant	1
purposes of subparagraph	1
purposes of subparagraph -lrb- c -rrb-	1
purposes of this act are	1
purposes of this section	1
purposes of voting	1
purposes of voting in future elections	1
purposes of voting in future elections at the appropriate polling	1
purposes of voting in future elections at the appropriate polling place	1
purposes of voting in future elections at the appropriate polling place for the current address	1
purposes.sec	1
qualification	1
qualification to vote	1
qualified	1
qualified nonprofit organization	1
qualified nonprofit organization under section	1
qualified nonprofit organization under section 3626	1
qualified nonprofit organization under section 3626 for the purpose	1
question	1
racial minorities	1
rate	1
rate for any class	1
